OTU,Kingdom,Phylum,Class,Order,Lineage,Clade
Otu1144,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,unclassified
Otu1145,Bacteria,Verrucomicrobia,Verruco-5,WCHB1-41,unclassified,unclassified
Otu1147,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unclassified,unclassified
Otu1149,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu1150,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,unclassified
Otu1151,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu1152,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,unclassified,unclassified
Otu1153,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter
Otu1154,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,unclassified
Otu1155,Archaea,Parvarchaeota,Parvarchaea,WCHD3-30,unclassified,unclassified
Otu1156,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,unclassified
Otu1157,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfuricurvum
Otu1158,Bacteria,Chloroflexi,Dehalococcoidetes,Dehalococcoidales,unclassified,unclassified
Otu1159,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu1160,Bacteria,Spirochaetes,MVP-15,PL-11B10,unclassified,unclassified
Otu1161,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Thermodesulfovibrionaceae,unclassified
Otu1162,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,unclassified
Otu1164,Bacteria,WS5,unclassified,unclassified,unclassified,unclassified
Otu1165,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Syntrophus
Otu1166,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,acI,acI-A
Otu1167,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,acIV,unclassified
Otu1168,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,unclassified
Otu1169,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu1170,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,unclassified
Otu1171,Bacteria,TM6,SJA-4,unclassified,unclassified,unclassified
Otu1172,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,bacV,unclassified
Otu1173,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,unclassified,unclassified
Otu1174,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,ACK-M1,unclassified
Otu1176,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified,unclassified
Otu1177,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,unclassified
Otu1178,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,unclassified
Otu1179,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,unclassified
Otu1180,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,unclassified
Otu1181,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified
Otu1182,Bacteria,Cyanobacteria,Synechococcophycideae,Synechococcales,Synechococcaceae,Synechococcus
Otu1183,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu1184,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,unclassified
Otu1185,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,acIV,acIV-D
Otu1186,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,alfI-B,unclassified
Otu1187,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,unclassified
Otu1188,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu1189,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,unclassified,unclassified
Otu1190,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,unclassified
Otu1191,Bacteria,Cyanobacteria,Chloroplast,unclassified,unclassified,unclassified
Otu1192,Bacteria,Verrucomicrobia,Verruco-5,WCHB1-41,unclassified,unclassified
Otu1194,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,unclassified,unclassified
Otu1195,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu1198,Bacteria,OP3,koll11,unclassified,unclassified,unclassified
Otu1199,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified
Otu1200,Bacteria,OD1,unclassified,unclassified,unclassified,unclassified
Otu1201,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophorhabdaceae,unclassified
Otu1202,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,unclassified
Otu1203,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu1204,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,unclassified
Otu1205,Bacteria,OD1,ZB2,unclassified,unclassified,unclassified
Otu1206,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,alfI,alfI-B
Otu1207,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,unclassified
Otu1208,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,Ellin515,unclassified
Otu1209,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,Ellin515,unclassified
Otu1210,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,unclassified,unclassified
Otu1211,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu1213,Bacteria,OP3,PBS-25,unclassified,unclassified,unclassified
Otu1214,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu1215,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
Otu1216,Bacteria,Cyanobacteria,Chloroplast,Chlorophyta,unclassified,unclassified
Otu1217,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,unclassified
Otu1218,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,unclassified,unclassified
Otu1219,Bacteria,TM6,SJA-4,unclassified,unclassified,unclassified
Otu1220,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,Ellin515,unclassified
Otu1221,Bacteria,Cyanobacteria,unclassified,unclassified,unclassified,unclassified
Otu1222,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu1223,Bacteria,Proteobacteria,Betaproteobacteria,Procabacteriales,Procabacteriaceae,unclassified
Otu1224,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,unclassified,unclassified
Otu1225,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,unclassified
Otu1227,Bacteria,Verrucomicrobia,Verruco-5,WCHB1-41,RFP12,unclassified
Otu1228,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,unclassified
Otu1229,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,unclassified
Otu1230,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unclassified,unclassified
Otu1231,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,unclassified
Otu1232,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis
Otu1233,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,unclassified,unclassified
Otu1234,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified,unclassified
Otu1235,Archaea,Parvarchaeota,Parvarchaea,WCHD3-30,unclassified,unclassified
Otu1236,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Syntrophus
Otu1237,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,acI,acI-A
Otu1238,Bacteria,Cyanobacteria,unclassified,unclassified,unclassified,unclassified
Otu1239,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,CandidatusXiphinematobacter
Otu1240,Bacteria,OD1,ZB2,unclassified,unclassified,unclassified
Otu1241,Bacteria,OP3,koll11,GIF10,kpj58rc,unclassified
Otu1242,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,unclassified
Otu1243,Bacteria,OD1,ABY1,unclassified,unclassified,unclassified
Otu1244,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Rickettsiella
Otu1245,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu1246,Bacteria,TM6,SJA-4,unclassified,unclassified,unclassified
Otu1248,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,unclassified,unclassified
Otu1249,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu1250,Bacteria,Chloroflexi,Anaerolineae,unclassified,unclassified,unclassified
Otu1251,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,unclassified,unclassified
Otu1252,Archaea,Parvarchaeota,Parvarchaea,YLA114,unclassified,unclassified
Otu1253,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu1254,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unclassified,unclassified
Otu1255,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,unclassified
Otu1257,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ethanoligenens
Otu1258,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified
Otu1259,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Sediminibacterium
Otu1260,Bacteria,Planctomycetes,Phycisphaerae,unclassified,unclassified,unclassified
Otu1261,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu1262,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unclassified,unclassified
Otu1263,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,unclassified
Otu1264,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,unclassified
Otu1266,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,unclassified,unclassified
Otu1267,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,CandidatusSolibacter
Otu1268,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,unclassified,unclassified
Otu1269,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus
Otu1270,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu1271,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,unclassified
Otu1272,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,unclassified
Otu1273,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
Otu1274,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,unclassified,unclassified
Otu1275,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
Otu1276,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium
Otu1277,Bacteria,TM6,unclassified,unclassified,unclassified,unclassified
Otu1278,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified
Otu1279,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified,unclassified
Otu1281,Bacteria,OP3,koll11,GIF10,unclassified,unclassified
Otu1282,Bacteria,Elusimicrobia,Elusimicrobia,Elusimicrobiales,unclassified,unclassified
Otu1283,Bacteria,OD1,ZB2,unclassified,unclassified,unclassified
Otu1284,Bacteria,Chlorobi,BSV26,C20,unclassified,unclassified
Otu1285,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,unclassified
Otu1290,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,unclassified
Otu1291,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfuricurvum
Otu1292,Bacteria,ZB3,unclassified,unclassified,unclassified,unclassified
Otu1294,Bacteria,OD1,ZB2,unclassified,unclassified,unclassified
Otu1295,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,unclassified
Otu1296,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unclassified,unclassified
Otu1297,Bacteria,Chloroflexi,Dehalococcoidetes,Dehalococcoidales,Dehalococcoidaceae,unclassified
Otu1298,Bacteria,TM6,SJA-4,unclassified,unclassified,unclassified
Otu1299,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,acIII,acIII-A
Otu1300,Bacteria,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,Thiobacillus
Otu1302,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,unclassified,unclassified
Otu1304,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified,unclassified
Otu1305,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium
Otu1306,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,unclassified,unclassified
Otu1307,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,CandidatusRhabdochlamydia
Otu1308,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophorhabdaceae,unclassified
Otu1309,Bacteria,Verrucomicrobia,Pedosphaerae,Pedosphaerales,unclassified,unclassified
Otu1310,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Tatlockia
Otu1311,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified,unclassified
Otu1312,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu1313,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,unclassified
Otu1314,Bacteria,Acidobacteria,Solibacteres,Solibacterales,unclassified,unclassified
Otu1315,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,unclassified
Otu1316,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter
Otu1317,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu1319,Bacteria,Acidobacteria,Solibacteres,Solibacterales,unclassified,unclassified
Otu1320,Bacteria,SR1,unclassified,unclassified,unclassified,unclassified
Otu1321,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,unclassified,unclassified
Otu1322,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified,unclassified
Otu1323,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu1324,Bacteria,Caldiserica,OP5,WCHB1-02,unclassified,unclassified
Otu1325,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
Otu1326,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu1327,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Anaeromyxobacter
Otu1328,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,unclassified,unclassified
Otu1329,Bacteria,Verrucomicrobia,Verruco-5,WCHB1-41,unclassified,unclassified
Otu1330,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Chromobacterium
Otu1331,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unclassified,unclassified
Otu1334,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified
Otu1335,Bacteria,Verrucomicrobia,unclassified,unclassified,unclassified,unclassified
Otu1336,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu1337,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,unclassified
Otu1338,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified,unclassified
Otu1339,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu1340,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu1341,Bacteria,TM6,SJA-4,S1198,unclassified,unclassified
Otu1342,Bacteria,Verrucomicrobia,Methylacidiphilae,S-BQ2-57,unclassified,unclassified
Otu1343,Bacteria,Chloroflexi,Dehalococcoidetes,Dehalococcoidales,unclassified,unclassified
Otu1344,Bacteria,Cyanobacteria,4C0d-2,MLE1-12,unclassified,unclassified
Otu1346,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified
Otu1347,Bacteria,Chloroflexi,Dehalococcoidetes,Dehalococcoidales,unclassified,unclassified
Otu1348,Bacteria,Verrucomicrobia,Verruco-5,WCHB1-41,unclassified,unclassified
Otu1349,Bacteria,Verrucomicrobia,Verruco-5,WCHB1-41,unclassified,unclassified
Otu1350,Bacteria,Verrucomicrobia,Verruco-5,WCHB1-41,unclassified,unclassified
Otu1351,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,betVII,betVII-B
Otu1352,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified,unclassified,unclassified
Otu1353,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium
Otu1354,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu1355,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Syntrophus
Otu1356,Bacteria,TM7,SC3,unclassified,unclassified,unclassified
Otu1357,Bacteria,Chloroflexi,Ellin6529,unclassified,unclassified,unclassified
Otu1358,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,CandidatusRhabdochlamydia
Otu1359,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,unclassified
Otu1360,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,unclassified
Otu1361,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Spirochaeta
Otu1362,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,betVII,betVII-A
Otu1363,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,unclassified
Otu1364,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,heteroC45_4W
Otu1365,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,unclassified
Otu1366,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified,unclassified
Otu1367,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unclassified,unclassified
Otu1368,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus
Otu1369,Bacteria,OD1,unclassified,unclassified,unclassified,unclassified
Otu1370,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu1371,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,unclassified,unclassified
Otu1372,Bacteria,TM6,SJA-4,unclassified,unclassified,unclassified
Otu1373,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,betVII,betVII-A
Otu1374,Bacteria,WS5,unclassified,unclassified,unclassified,unclassified
Otu1375,Bacteria,Verrucomicrobia,Verruco-5,WCHB1-41,unclassified,unclassified
Otu1376,Bacteria,OP3,koll11,GIF10,unclassified,unclassified
Otu1378,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,unclassified
Otu1379,Bacteria,OD1,unclassified,unclassified,unclassified,unclassified
Otu1380,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified
Otu1381,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,unclassified
Otu1382,Bacteria,OP3,BD4-9,unclassified,unclassified,unclassified
Otu1383,Bacteria,Bacteroidetes,unclassified,unclassified,unclassified,unclassified
Otu1384,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,unclassified,unclassified
Otu1385,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfomonile
Otu1386,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu1388,Bacteria,Proteobacteria,unclassified,unclassified,unclassified,unclassified
Otu1389,Bacteria,TM7,TM7-1,unclassified,unclassified,unclassified
Otu1390,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,unclassified
Otu1391,Bacteria,OP3,koll11,GIF10,kpj58rc,unclassified
Otu1392,Bacteria,TM6,SBRH58,unclassified,unclassified,unclassified
Otu1393,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,unclassified,unclassified
Otu1394,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,acI,acI-B
Otu1395,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,unclassified
Otu1396,Bacteria,TM6,SJA-4,unclassified,unclassified,unclassified
Otu1397,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,unclassified
Otu1398,Bacteria,Verrucomicrobia,Verruco-5,WCHB1-41,unclassified,unclassified
Otu1400,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified,unclassified,unclassified
Otu1401,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,CandidatusRhabdochlamydia
Otu1402,Bacteria,SR1,unclassified,unclassified,unclassified,unclassified
Otu1403,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,unclassified
Otu1404,Bacteria,OP11,OP11-2,KD3-145,unclassified,unclassified
Otu1405,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,unclassified
